name,name_lower,genre,actor,director,country,year,link
Ощущение видения,ощущение видения,['драма'],"['дэвид стрэтэйрн', 'иэн сомерхолдер', 'дэниэл гиллис']",['аарон дж. видерспан'],['сша'],2006,https://www.imdb.com/title/tt0480001/
Сенна,сенна,"['документальный', 'спортивный']","['айртон сенна', 'ален прост']",['асиф кападиа'],"['великобритания', 'франция']",2010,https://www.imdb.com/title/tt1424432/
Разум и чувства,разум и чувства,['мелодрама'],"['кейт уинслет', 'алан рикман', 'хью грант']",['энг ли'],"['сша', 'великобритания']",1995,https://www.imdb.com/title/tt0114388/
Семён Дежнёв,семён дежнёв,['исторический фильм'],"['алексей булдаков', 'леонид неведомский', 'виктор григорюк', 'олег корчиков']",['николай гусаров'],['ссср'],1983,https://www.imdb.com/title/tt0086278/
Полупрофессионал,полупрофессионал,"['комедия', 'спортивный фильм']","['уилл феррелл', 'вуди харрельсон', 'андре бенджамин', 'мойра тирни', 'эндрю дэйли', 'уилл арнетт']",['кент альтерман'],['сша'],2008,https://www.imdb.com/title/tt0839980/
Селфи,селфи,"['триллер', 'драма']","['константин хабенский', 'фёдор бондарчук', 'анна михалкова', 'юлия хлынина', 'северия янушаускайте']",['николай хомерики'],['россия'],2018,https://www.imdb.com/title/tt6260342/
Вне себя,вне себя,"['фантастика', 'триллер']","['райан рейнольдс', 'натали мартинес', 'мэттью гуд', 'бен кингсли']",['тарсем сингх'],['сша'],2015,https://www.imdb.com/title/tt2140379/
,none,['сатирическая комедия'],"['иван садовский', 'лука ляшенко', 'дмитрий капка']",['николай шпиковский'],['ссср'],1929,https://www.imdb.com/title/tt2544016/
Никому не известный герой,никому не известный герой,['драма'],"['матьё кассовиц', 'анук гринбер', 'сандрин киберлен', 'жан-луи трентиньян', 'альбер дюпонтель']",['жак одиар'],['франция'],1996,https://www.imdb.com/title/tt0118020/
Селена,селена,['драма/мелодрама'],"['дженнифер лопес', 'эдвард джеймс олмос', 'джон седа']",['грегори нава'],['сша'],1997,https://www.imdb.com/title/tt0120094/
Нужно убить Секала,нужно убить секала,['драма'],"['богуслав линда', 'олаф любашенко', 'агнешка ситек', 'иржи бартошка', 'власта храмостова', 'петра лустигова', 'мартин ситта', 'йиржи голый', 'милан риехс', 'богуслав личман', 'густав незвал', 'густав вондрачек']",['владимир михалек'],"['чехия', 'словакия', 'франция', 'польша']",1998,https://www.imdb.com/title/tt0163019/
Сельма,сельма,['историческая драма'],['см. ниже'],['ава дюверней'],['сша'],2014,https://www.imdb.com/title/tt1020072/
Голодный кролик атакует,голодный кролик атакует,"['триллер', 'драма', 'боевик']","['николас кейдж', 'гай пирс', 'дженьюари джонс', 'гарольд перрино']",['роджер дональдсон'],['сша'],2011,https://www.imdb.com/title/tt1214962/
Ищу друга на конец света,ищу друга на конец света,"['драма', 'комедия', 'мелодрама', 'фантастика']","['стив карелл', 'кира найтли']",['лорин скафария'],['сша'],2012,https://www.imdb.com/title/tt1307068/
Восход тьмы,восход тьмы,"['приключения', 'драма', 'фэнтези']","['александр людвиг', 'кристофер экклстон', 'иэн макшейн', 'фрэнсис конрой']",['дэвид л. каннингэм'],['сша'],2007,https://www.imdb.com/title/tt0484562/
Сид: Месть восставшего,сид: месть восставшего,['ужасы'],"['майкл паре', 'уилл сэндерсон', 'майк допуд', 'эндрю джексон', 'ральф мёллер']",['уве болл'],['канада'],2007,https://www.imdb.com/title/tt0758781/
Увидеть море,увидеть море,['триллер'],[],['франсуа озон'],['франция'],1997,https://www.imdb.com/title/tt0139564/
"Смотри, как они бегут","смотри, как они бегут","['криминальная комедия', '[d]']","['сэм рокуэлл', 'сирша ронан', 'дэвид ойелоуо', 'эдриен броуди']",['том джордж'],['сша'],2022,https://www.imdb.com/title/tt13640696/
